input_file,size,num_processors,elapsed_time
test_data/input_64M_7.txt, 67108864, 8, 7.89164
test_data/input_64M_7.txt, 67108864, 16, 7.55691
test_data/input_64M_7.txt, 67108864, 32, 7.79797
test_data/input_64M_7.txt, 67108864, 128, 7.92582
test_data/input_64M_7.txt, 67108864, 256, 8.37714
test_data/input_64M_8.txt, 67108864, 2, 8.42653
test_data/input_64M_8.txt, 67108864, 4, 7.84997
test_data/input_64M_8.txt, 67108864, 8, 7.94913
test_data/input_64M_8.txt, 67108864, 16, 7.64612
test_data/input_64M_8.txt, 67108864, 32, 7.6909
test_data/input_64M_8.txt, 67108864, 128, 7.77471
test_data/input_64M_8.txt, 67108864, 256, 7.85464
test_data/input_64M_9.txt, 67108864, 2, 8.69553
test_data/input_64M_9.txt, 67108864, 4, 7.81054
test_data/input_64M_9.txt, 67108864, 8, 7.98423
test_data/input_64M_9.txt, 67108864, 16, 7.64337
test_data/input_64M_9.txt, 67108864, 32, 7.77433
test_data/input_64M_9.txt, 67108864, 128, 7.84524
test_data/input_64M_9.txt, 67108864, 256, 8.06415
test_data/input_64M_10.txt, 67108864, 2, 8.65093
test_data/input_64M_10.txt, 67108864, 4, 8.04503
test_data/input_64M_10.txt, 67108864, 8, 8.53796
test_data/input_64M_10.txt, 67108864, 16, 7.61156
test_data/input_64M_10.txt, 67108864, 32, 7.8464
test_data/input_64M_10.txt, 67108864, 128, 7.97961
test_data/input_64M_10.txt, 67108864, 256, 8.06569
test_data/input_128M_1.txt, 134217728, 2, 11.3687
test_data/input_128M_1.txt, 134217728, 4, 11.2113
test_data/input_128M_1.txt, 134217728, 8, 11.344
test_data/input_128M_1.txt, 134217728, 16, 11.5091
test_data/input_128M_1.txt, 134217728, 32, 11.6352
test_data/input_128M_1.txt, 134217728, 128, 12.0011
